term,term_desc,class,crn,title,building_code,building,official_map_name,room,schedule_days,start_time,end_time,enrolled_students,latitude,longitude,location_scope,coordinate_validation_status,coordinate_notes
202620,Spring 2026,DSGN 390 0,22749,Marketing for Designers,AA,Art Annex,Art Annex,254,MonWed,09:00,10:20,24,48.73589000151795,-122.48516378700403,main_campus,matched,
202620,Spring 2026,DSGN 372 0,22393,Digital Design 2,AA,Art Annex,Art Annex,254,MonWed,11:00,13:50,21,48.73589000151795,-122.48516378700403,main_campus,matched,
202620,Spring 2026,DSGN 372 0,22394,Digital Design 2,AA,Art Annex,Art Annex,254,MonWed,14:00,16:50,16,48.73589000151795,-122.48516378700403,main_campus,matched,
202620,Spring 2026,ART 230 0,22081,Form and Space,AA,Art Annex,Art Annex,152,TueThu,09:00,11:40,18,48.73589000151795,-122.48516378700403,main_campus,matched,
202620,Spring 2026,ART 341 0,23962,Ceramics II,AA,Art Annex,Art Annex,052,TueThu,09:00,11:40,18,48.73589000151795,-122.48516378700403,main_campus,matched,
202620,Spring 2026,DSGN 486 0,22868,Portfolio,AA,Art Annex,Art Annex,251,TueThu,11:00,13:50,19,48.73589000151795,-122.48516378700403,main_campus,matched,
202620,Spring 2026,ART 331 0,22114,Sculpture-Wood,AA,Art Annex,Art Annex,152,TueThu,12:10,14:50,18,48.73589000151795,-122.48516378700403,main_campus,matched,
202620,Spring 2026,ART 342 01,21301,Ceramics III,AA,Art Annex,Art Annex,052,TueThu,12:10,14:50,16,48.73589000151795,-122.48516378700403,main_campus,matched,
202620,Spring 2026,DSGN 486 0,22869,Portfolio,AA,Art Annex,Art Annex,251,TueThu,14:00,16:50,18,48.73589000151795,-122.48516378700403,main_campus,matched,
202620,Spring 2026,DSGN 483 0,22750,Realities of Brand,AA,Art Annex,Art Annex,251,TueThu,17:00,19:50,18,48.73589000151795,-122.48516378700403,main_campus,matched,
202620,Spring 2026,DSGN 483 0,22751,Environmental Graphic Design,AA,Art Annex,Art Annex,254,TueThu,17:00,19:50,18,48.73589000151795,-122.48516378700403,main_campus,matched,
202620,Spring 2026,ANTH 215 06,22815,Introductory Biological Anthropology,AH,Arntzen Hall,Arntzen Hall,314,Fri,08:00,09:50,25,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 203 1,21160,Physical Geography,AH,Arntzen Hall,Arntzen Hall,016,Fri,08:00,09:50,29,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 215 03,22812,Introductory Biological Anthropology,AH,Arntzen Hall,Arntzen Hall,314,Fri,12:00,13:50,26,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ESCI 340 01,20628,Biostatistical Analysis,AH,Arntzen Hall,Arntzen Hall,005,Fri,13:00,14:20,29,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 305 3,22754,Introduction to Environmental Studies II: History and Policy,AH,Arntzen Hall,Arntzen Hall,018,Fri,14:00,14:50,19,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 305 2,22753,Introduction to Environmental Studies II: History and Policy,AH,Arntzen Hall,Arntzen Hall,018,Fri,15:00,15:50,9,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 201 3,23412,Understanding Environmental Information,AH,Arntzen Hall,Arntzen Hall,005,Fri,16:00,17:50,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 203 4,21163,Physical Geography,AH,Arntzen Hall,Arntzen Hall,016,Fri,16:00,17:50,30,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 215 04,22813,Introductory Biological Anthropology,AH,Arntzen Hall,Arntzen Hall,314,Mon,08:00,09:50,27,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 464 0,23813,Topics in Planning,AH,Arntzen Hall,Arntzen Hall,225,Mon,11:00,13:50,21,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 215 01,22810,Introductory Biological Anthropology,AH,Arntzen Hall,Arntzen Hall,314,Mon,12:00,13:50,27,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,MATH 204 0,20026,Elementary Linear Algebra,AH,Arntzen Hall,Arntzen Hall,018,MonTueThuFri,11:00,11:50,36,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,MATH 204 003,20365,Elementary Linear Algebra,AH,Arntzen Hall,Arntzen Hall,018,MonTueThuFri,12:00,12:50,34,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 308 0,22818,Hunter-Gatherer Societies in World Prehistory,AH,Arntzen Hall,Arntzen Hall,018,MonTueWedThu,10:00,10:50,23,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 485 1,20634,Natural History Education for Eco-Social Justice,AH,Arntzen Hall,Arntzen Hall,219,MonTueWedThuFri,10:00,10:50,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 486 1,20637,Field Methods in Education for Eco-Social Justice,AH,Arntzen Hall,Arntzen Hall,219,MonTueWedThuFri,11:00,11:50,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 488 1,20636,Outdoor Education,AH,Arntzen Hall,Arntzen Hall,219,MonTueWedThuFri,12:00,12:50,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 489 1,20633,Leadership for a Sustainable Future,AH,Arntzen Hall,Arntzen Hall,219,MonTueWedThuFri,13:00,13:50,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 426 1,23431,Water Resources,AH,Arntzen Hall,Arntzen Hall,219,MonWed,08:00,09:50,19,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 202 01,21916,Introduction to Sustainability and Society,AH,Arntzen Hall,Arntzen Hall,004,MonWed,08:30,09:50,67,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 433 22,23211,Senior Seminar in Comparative Politics,AH,Arntzen Hall,Arntzen Hall,412,MonWed,09:30,11:20,10,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ACCT 245 S12,20232,Managerial Accounting,AH,Arntzen Hall,Arntzen Hall,004,MonWed,10:00,11:50,57,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,MIS 320 0,20103,Principles of Management Information Systems,AH,Arntzen Hall,Arntzen Hall,004,MonWed,12:00,13:20,9,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,MIS 320 0,20124,Principles of Management Information Systems,AH,Arntzen Hall,Arntzen Hall,004,MonWed,12:00,13:20,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ACCT 461 S35,20438,Auditing Theory and Practice,AH,Arntzen Hall,Arntzen Hall,018,MonWed,14:00,15:50,27,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 305 1,22752,Introduction to Environmental Studies II: History and Policy,AH,Arntzen Hall,Arntzen Hall,004,MonWed,14:00,15:50,25,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 305 2,22753,Introduction to Environmental Studies II: History and Policy,AH,Arntzen Hall,Arntzen Hall,004,MonWed,14:00,15:50,9,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 305 3,22754,Introduction to Environmental Studies II: History and Policy,AH,Arntzen Hall,Arntzen Hall,004,MonWed,14:00,15:50,19,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,JOUR 307 0,20592,Reporting,AH,Arntzen Hall,Arntzen Hall,012,MonWed,14:00,15:50,17,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,MPAC 564 0,21797,Professional Accounting Research,AH,Arntzen Hall,Arntzen Hall,015,MonWed,14:00,15:20,3,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 322 001,22132,Quantitative Methods for Planning and Policy,AH,Arntzen Hall,Arntzen Hall,016,MonWed,14:00,15:20,28,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 451 0,23480,Natural Resource Policy,AH,Arntzen Hall,Arntzen Hall,225,MonWed,14:00,15:50,14,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 551 0,23483,Natural Resource Policy,AH,Arntzen Hall,Arntzen Hall,225,MonWed,14:00,15:50,2,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,SOC 304 01,20705,Statistics for Sociology,AH,Arntzen Hall,Arntzen Hall,014,MonWed,14:30,16:20,18,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,SOC 460 0,23946,Advanced Topics in Family,AH,Arntzen Hall,Arntzen Hall,518,MonWed,14:30,16:50,13,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 493 001,22178,Environment Impact Assessment,AH,Arntzen Hall,Arntzen Hall,225,MonWed,16:00,18:20,21,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 593 0,23485,Environmental Impact Assessment Practicum,AH,Arntzen Hall,Arntzen Hall,225,MonWed,16:00,18:20,2,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 423 0,23542,Human Evolution,AH,Arntzen Hall,Arntzen Hall,314,MonWedFri,10:00,11:20,20,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 481 0,23545,Childhood and Culture,AH,Arntzen Hall,Arntzen Hall,015,MonWedFri,10:00,11:20,17,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 525 0,23543,Primate Evolution,AH,Arntzen Hall,Arntzen Hall,314,MonWedFri,10:00,11:20,3,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENG 443 0,20532,Teaching English Language Arts in the Secondary Schools I,AH,Arntzen Hall,Arntzen Hall,012,MonWedFri,10:00,11:20,20,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 418 02,23684,GIS II: Cartography and Geovisualization,AH,Arntzen Hall,Arntzen Hall,016,MonWedFri,10:00,11:20,6,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 418 1,22762,GIS II: Cartography and Geovisualization,AH,Arntzen Hall,Arntzen Hall,016,MonWedFri,10:00,11:20,18,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 518 2,22763,GIS II,AH,Arntzen Hall,Arntzen Hall,016,MonWedFri,10:00,11:20,2,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,JAPN 103 0,22565,First-Year Japanese,AH,Arntzen Hall,Arntzen Hall,017,MonWedFri,10:00,11:20,13,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 250 2,22699,The American Political System,AH,Arntzen Hall,Arntzen Hall,014,MonWedFri,10:00,11:20,55,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 431 21,22723,Senior Seminar in American Politics and Public Policy,AH,Arntzen Hall,Arntzen Hall,421,MonWedFri,10:00,11:20,9,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PSY 101 0,20280,Introduction to Psychology,AH,Arntzen Hall,Arntzen Hall,100,MonWedFri,10:00,11:20,151,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PSY 342 0,23478,Social Cognition,AH,Arntzen Hall,Arntzen Hall,030,MonWedFri,10:00,11:20,29,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,SOC 469 01,20704,Advanced Topics in Race and Ethnicity,AH,Arntzen Hall,Arntzen Hall,501,MonWedFri,10:00,11:20,15,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,JAPN 397C 0,24002,Religion and Spirituality in Japanese Literature,AH,Arntzen Hall,Arntzen Hall,012,MonWedFri,11:30,12:50,14,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 250 3,22700,The American Political System,AH,Arntzen Hall,Arntzen Hall,014,MonWedFri,11:30,12:50,49,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 366 12,23206,Quantitative Methods in Political Science,AH,Arntzen Hall,Arntzen Hall,005,MonWedFri,11:30,12:50,20,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,SOC 302 01,20707,Classical Sociological Theory,AH,Arntzen Hall,Arntzen Hall,017,MonWedFri,11:30,12:50,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 462 0,22835,Critical Issues in Indigenous Northwest Studies,AH,Arntzen Hall,Arntzen Hall,319,MonWedFri,13:00,14:20,5,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PSY 116 0,23468,Human Sexuality,AH,Arntzen Hall,Arntzen Hall,100,MonWedFri,13:00,14:20,225,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,SOC 356 01,22141,Law Enforcement and Society,AH,Arntzen Hall,Arntzen Hall,030,MonWedFri,13:00,14:20,27,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 414 19,23209,Constitutional Law: Separation of Powers and Federalism,AH,Arntzen Hall,Arntzen Hall,412,MonWedFri,14:30,15:50,18,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 436 0,23221,Managing Environmental Commons,AH,Arntzen Hall,Arntzen Hall,030,MonWedFri,14:30,15:50,29,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,SOC 426 01,22363,Advanced Topics in Demography,AH,Arntzen Hall,Arntzen Hall,005,MonWedFri,14:30,15:50,20,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 420 0,22824,Human Osteology and Forensic Anthropology,AH,Arntzen Hall,Arntzen Hall,314,MonWedFri,16:00,17:20,18,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 422 0,22825,Nutritional Anthropology,AH,Arntzen Hall,Arntzen Hall,017,MonWedFri,16:00,17:20,11,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 520 0,22830,Human Osteology,AH,Arntzen Hall,Arntzen Hall,314,MonWedFri,16:00,17:20,0,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 522 0,22831,Nutritional Anthropology,AH,Arntzen Hall,Arntzen Hall,017,MonWedFri,16:00,17:20,0,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,LDST 101 04,21404,Introduction to Leadership Studies,AH,Arntzen Hall,Arntzen Hall,012,Thu,12:00,13:20,6,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 503 0,23482,Professional Communication and Engagement,AH,Arntzen Hall,Arntzen Hall,225,Thu,16:00,16:50,5,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 586 0,22845,Research Mentorship,AH,Arntzen Hall,Arntzen Hall,319,Tue,12:00,12:50,6,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 503 1,20936,Communicating Research Results,AH,Arntzen Hall,Arntzen Hall,225,Tue,16:00,17:50,4,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 424 0,22826,Medical Anthropology,AH,Arntzen Hall,Arntzen Hall,012,TueThu,08:00,09:50,16,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 490 02,22843,Senior Seminar in Anthropology,AH,Arntzen Hall,Arntzen Hall,018,TueThu,08:00,09:50,25,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENRG 350 0,23891,Energy Policy and Politics,AH,Arntzen Hall,Arntzen Hall,030,TueThu,08:00,09:40,20,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 465 1,22794,Disaster Risk Reduction,AH,Arntzen Hall,Arntzen Hall,219,TueThu,08:00,09:50,20,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 565 2,22795,Disaster Risk Reduction,AH,Arntzen Hall,Arntzen Hall,219,TueThu,08:00,09:50,2,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 350 0,23892,Energy Policy and Politics,AH,Arntzen Hall,Arntzen Hall,030,TueThu,08:00,09:40,10,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21035,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,08:30,09:50,23,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21036,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,08:30,09:50,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21037,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,08:30,09:50,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21038,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,08:30,09:50,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21039,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,08:30,09:50,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21040,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,08:30,09:50,21,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ESCI 442 0,23893,Introduction to Remote Sensing,AH,Arntzen Hall,Arntzen Hall,016,TueThu,09:30,11:50,25,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ESCI 542 0,23894,Remote Sensing,AH,Arntzen Hall,Arntzen Hall,016,TueThu,09:30,11:50,2,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ACCT 343 S32,20437,Intermediate Accounting Theory and Practice III,AH,Arntzen Hall,Arntzen Hall,004,TueThu,10:00,11:50,49,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 320 0,23544,Skeletons and the Occult,AH,Arntzen Hall,Arntzen Hall,314,TueThu,10:00,11:50,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BNS 401 0,22263,Advanced Topics in Behavioral Neuroscience,AH,Arntzen Hall,Arntzen Hall,012,TueThu,10:00,11:50,10,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ESCI 101 01,20428,Environmental Studies: A Scientific Approach,AH,Arntzen Hall,Arntzen Hall,100,TueThu,10:00,11:20,225,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 353 11,22712,State and Local Politics,AH,Arntzen Hall,Arntzen Hall,014,TueThu,10:00,11:50,35,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 469 23,22729,Feminist Political Theory,AH,Arntzen Hall,Arntzen Hall,421,TueThu,10:00,11:50,20,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PSY 305 0,21988,Scientific Thinking and Writing,AH,Arntzen Hall,Arntzen Hall,015,TueThu,10:00,11:50,15,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,SOC 302 02,20910,Classical Sociological Theory,AH,Arntzen Hall,Arntzen Hall,017,TueThu,10:00,11:50,17,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,SOC 306 01,20708,Sociological Research Methods,AH,Arntzen Hall,Arntzen Hall,030,TueThu,10:00,11:50,20,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 457 01,21918,Environmental Dispute Resolution,AH,Arntzen Hall,Arntzen Hall,225,TueThu,10:00,11:50,23,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21041,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,11:30,12:50,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21042,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,11:30,12:50,23,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21043,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,11:30,12:50,23,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21044,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,11:30,12:50,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21045,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,11:30,12:50,23,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21046,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,11:30,12:50,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ACCT 331 S15,20191,Cost Management,AH,Arntzen Hall,Arntzen Hall,030,TueThu,12:00,13:50,29,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 320 1,22755,GIS I: Introduction to Geographic Information Science,AH,Arntzen Hall,Arntzen Hall,016,TueThu,12:00,12:50,23,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PSY 451 0,20968,Seminar in Mental Health Topics and Interventions,AH,Arntzen Hall,Arntzen Hall,015,TueThu,12:00,13:50,16,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,SOC 371 01,22151,Directed Internship,AH,Arntzen Hall,Arntzen Hall,518,TueThu,12:00,13:50,11,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 461 01,22086,Land Use Law,AH,Arntzen Hall,Arntzen Hall,225,TueThu,12:00,13:50,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 201 1,23410,Understanding Environmental Information,AH,Arntzen Hall,Arntzen Hall,004,TueThu,12:30,13:50,28,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 201 2,23411,Understanding Environmental Information,AH,Arntzen Hall,Arntzen Hall,004,TueThu,12:30,13:50,26,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 201 3,23412,Understanding Environmental Information,AH,Arntzen Hall,Arntzen Hall,004,TueThu,12:30,13:50,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 501 0,22844,History of Anthropology,AH,Arntzen Hall,Arntzen Hall,319,TueThu,13:00,14:50,4,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 320 2,22756,GIS I: Introduction to Geographic Information Science,AH,Arntzen Hall,Arntzen Hall,016,TueThu,13:00,13:50,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 215 04,22813,Introductory Biological Anthropology,AH,Arntzen Hall,Arntzen Hall,004,TueThu,14:00,15:50,27,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 215 05,22814,Introductory Biological Anthropology,AH,Arntzen Hall,Arntzen Hall,004,TueThu,14:00,15:50,27,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ANTH 215 06,22815,Introductory Biological Anthropology,AH,Arntzen Hall,Arntzen Hall,004,TueThu,14:00,15:50,25,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21047,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,14:00,15:20,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,21594,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,14:00,15:20,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,22003,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,14:00,15:20,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,22175,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,14:00,15:20,22,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,22176,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,14:00,15:20,23,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,BIOL 101 0,22177,Introduction to Biology w/lab,AH,Arntzen Hall,Arntzen Hall,100,TueThu,14:00,15:20,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,COMM 416 0,22414,Topics in Communication,AH,Arntzen Hall,Arntzen Hall,012,TueThu,14:00,15:50,17,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ECON 306 0,23338,Intermediate Microeconomics,AH,Arntzen Hall,Arntzen Hall,030,TueThu,14:00,15:50,34,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 320 3,22757,GIS I: Introduction to Geographic Information Science,AH,Arntzen Hall,Arntzen Hall,016,TueThu,14:00,14:50,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 417 1,22761,"Science, Management and Outreach of Contaminated Sites",AH,Arntzen Hall,Arntzen Hall,018,TueThu,14:00,15:50,10,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ENVS 499Z 1,23443,Seminar: Regional US Geography,AH,Arntzen Hall,Arntzen Hall,225,TueThu,14:00,15:50,8,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,ESCI 454 1,20934,"Science, Management and Outreach of Contaminated Sites",AH,Arntzen Hall,Arntzen Hall,018,TueThu,14:00,15:50,16,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,OPS 461 0,21568,Project Management,AH,Arntzen Hall,Arntzen Hall,015,TueThu,14:00,15:50,19,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 101 1,23200,Government and Politics in the Modern World,AH,Arntzen Hall,Arntzen Hall,014,TueThu,14:00,15:50,49,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 397V 0,23966,Political Parties in the US,AH,Arntzen Hall,Arntzen Hall,414,TueThu,14:00,15:50,19,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,PLSC 473 24,23212,Politics and Culture,AH,Arntzen Hall,Arntzen Hall,421,TueThu,14:00,16:20,24,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,SOC 306 02,20709,Sociological Research Methods,AH,Arntzen Hall,Arntzen Hall,017,TueThu,14:00,15:50,13,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,SOC 497F 01,23571,Social Movements and Social Change: Capstone,AH,Arntzen Hall,Arntzen Hall,501,TueThu,14:00,15:50,15,48.73373087308233,-122.4856611877701,main_campus,matched,
202620,Spring 2026,UEPP 454 01,22085,Environmental Policy Analysis,AH,Arntzen Hall,Arntzen Hall,219,TueThu,14:00,15:50,22,48.73373087308233,-122.4856611877701,main_campus,matched,
