term,term_desc,class,crn,title,building_code,building,official_map_name,room,schedule_days,start_time,end_time,enrolled_students,latitude,longitude,location_scope,coordinate_validation_status,coordinate_notes
202620,Spring 2026,FAIR 434P 0,23488,Field Ornithology,FA,Fairhaven College,Fairhaven College Building,318,Tue,10:00,11:50,20,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 206A 0,23487,Core: Science and Our Place on the Planet I,FA,Fairhaven College,Fairhaven College Building,340,Tue,15:00,16:50,18,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 227J 0,23510,Walking,FA,Fairhaven College,Fairhaven College Building,338,Tue,15:00,16:50,16,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 336N 0,23789,Wild Foods,FA,Fairhaven College,Fairhaven College Building,318,Tue,15:30,17:20,18,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,DISA 350 0,22910,Topics in Critical Disability Studies,FA,Fairhaven College,Fairhaven College Building,340,TueThu,09:00,11:20,0,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 319B 0,23494,Disability Law,FA,Fairhaven College,Fairhaven College Building,340,TueThu,09:00,11:20,11,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 367B 0,23495,Introduction to Political Economy,FA,Fairhaven College,Fairhaven College Building,349,TueThu,09:00,11:20,9,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 202A 0,23520,Core: Humanities and the Expressive Arts I,FA,Fairhaven College,Fairhaven College Building,310,TueThu,09:30,11:50,15,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 203A 0,23502,Social Relationships and Responsibility: Theories and Critiques,FA,Fairhaven College,Fairhaven College Building,307,TueThu,09:30,11:50,15,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 320 0,23490,Literature in Practice: The Poetics of Transgenerational Trauma,FA,Fairhaven College,Fairhaven College Building,314,TueThu,09:30,11:50,11,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 403A 0,23509,Core:  Advanced Seminar,FA,Fairhaven College,Fairhaven College Building,300A,TueThu,10:00,11:50,21,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 255Y 0,21319,Folk Music Experience,FA,Fairhaven College,Fairhaven College Building,300A,TueThu,12:00,12:50,28,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 311B 0,23508,The United States Legal System,FA,Fairhaven College,Fairhaven College Building,318,TueThu,12:00,14:20,19,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 334T 0,23506,Outback Farm &amp; Food Justice Praxis,FA,Fairhaven College,Fairhaven College Building,307,TueThu,12:00,14:20,19,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 336B 0,23503,Science Fiction Films,FA,Fairhaven College,Fairhaven College Building,349,TueThu,12:00,14:20,18,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 343U 0,23518,Rewilding Attachment,FA,Fairhaven College,Fairhaven College Building,310,TueThu,12:00,14:20,16,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 403A 0,23491,Core:  Advanced Seminar,FA,Fairhaven College,Fairhaven College Building,340,TueThu,12:30,14:20,17,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 403A 0,24263,Core:  Advanced Seminar,FA,Fairhaven College,Fairhaven College Building,314,TueThu,12:30,14:20,19,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 297W 0,24017,Approaches to Restorative Healing,FA,Fairhaven College,Fairhaven College Building,300A,TueThu,13:00,14:20,9,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 245 0,23507,Theory and Structure in Popular Music,FA,Fairhaven College,Fairhaven College Building,307,TueThu,15:00,16:50,18,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 336B 0,24001,Contested Bodies,FA,Fairhaven College,Fairhaven College Building,349,TueThu,15:00,17:20,9,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 336V 0,23519,Expressive Arts,FA,Fairhaven College,Fairhaven College Building,310,TueThu,15:00,17:20,24,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 393B 0,23511,"Rights, Liberties and Justice in the U.S.",FA,Fairhaven College,Fairhaven College Building,314,TueThu,15:00,17:20,18,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 471 0,23920,Capitalism &amp; Schooling: Neoliberal Education &amp; Abolitionist Alternatives,FA,Fairhaven College,Fairhaven College Building,300B,TueThu,15:00,17:20,8,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 280 0,23521,Professional Artist Practicum,FA,Fairhaven College,Fairhaven College Building,310,Wed,12:00,13:50,12,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 334P 0,23647,Field Botany,FA,Fairhaven College,Fairhaven College Building,318,Wed,12:00,13:50,17,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 343U 0,23973,Embodiment &amp; Consciousness,FA,Fairhaven College,Fairhaven College Building,314,WedFri,10:00,11:50,9,48.73041132667618,-122.48560427410698,main_campus,needs_review,Banner uses FA for Fairhaven College; WWU ArcGIS building layer labels the same point FC. Review Fairhaven FA/FC code normalization before joining other campus datasets.
202620,Spring 2026,FAIR 370J 0,23514,Studio Recording,FC,Fairhaven Housing/Dining,Fairhaven College Building,101F,MonWed,10:00,11:50,12,48.73041132667618,-122.48560427410698,main_campus,needs_review,"Banner says Fairhaven Housing/Dining; courses are in room 101F, matched to Fairhaven College Building. Review Fairhaven FA/FC code normalization before joining other campus datasets."
202620,Spring 2026,FAIR 370K 0,23515,Advanced Studio Recording,FC,Fairhaven Housing/Dining,Fairhaven College Building,101F,TueThu,10:00,11:50,11,48.73041132667618,-122.48560427410698,main_campus,needs_review,"Banner says Fairhaven Housing/Dining; courses are in room 101F, matched to Fairhaven College Building. Review Fairhaven FA/FC code normalization before joining other campus datasets."
202620,Spring 2026,ART 280 0,21842,Time and Motion,FI,Fine Arts Building,Fine Arts Building,211,MonWed,09:00,11:40,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 304 0,22663,Figure Drawing and Issues of the Body,FI,Fine Arts Building,Fine Arts Building,125,MonWed,09:00,11:40,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 320 0,23306,Painting I,FI,Fine Arts Building,Fine Arts Building,240,MonWed,09:00,11:40,19,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 312 0,22084,Graphic Design in the 20th Century,FI,Fine Arts Building,Fine Arts Building,238,MonWed,09:00,10:50,36,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 390 0,22749,Marketing for Designers,FI,Fine Arts Building,Fine Arts Building,101,MonWed,09:00,10:20,24,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,A/HI 475 066,20098,Senior Projects/Practicum,FI,Fine Arts Building,Fine Arts Building,232,MonWed,10:00,11:50,20,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 362 0,22089,Motion 1,FI,Fine Arts Building,Fine Arts Building,110B,MonWed,11:00,13:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 362 0,22089,Motion 1,FI,Fine Arts Building,Fine Arts Building,110A,MonWed,11:00,13:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 372 0,22393,Digital Design 2,FI,Fine Arts Building,Fine Arts Building,101,MonWed,11:00,13:50,21,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 120 0,20863,Surface and Color,FI,Fine Arts Building,Fine Arts Building,211,MonWed,12:10,14:50,15,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 303 0,22662,Drawing Projects,FI,Fine Arts Building,Fine Arts Building,125,MonWed,12:10,14:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 370 0,21144,B&amp;W Photography I,FI,Fine Arts Building,Fine Arts Building,202,MonWed,12:10,14:50,16,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 494 0,23119,Advanced Studio Seminar,FI,Fine Arts Building,Fine Arts Building,230,MonWed,12:10,14:50,22,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,A/HI 212 0,22669,History of Western Art II,FI,Fine Arts Building,Fine Arts Building,238,MonWed,13:00,14:20,50,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,A/HI 411 0,23262,Contemporary Japanese Visual Culture,FI,Fine Arts Building,Fine Arts Building,232,MonWed,13:00,14:50,15,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,EAST 411 0,23575,Contemporary Japanese Visual Culture,FI,Fine Arts Building,Fine Arts Building,232,MonWed,13:00,14:50,4,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 362 0,22090,Motion 1,FI,Fine Arts Building,Fine Arts Building,110B,MonWed,14:00,16:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 362 0,22090,Motion 1,FI,Fine Arts Building,Fine Arts Building,110A,MonWed,14:00,16:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 372 0,22394,Digital Design 2,FI,Fine Arts Building,Fine Arts Building,101,MonWed,14:00,16:50,16,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,A/HI 391 0,22425,18th and 19th Century Art,FI,Fine Arts Building,Fine Arts Building,238,MonWed,15:00,16:50,33,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 110 0,21839,View and Gesture,FI,Fine Arts Building,Fine Arts Building,300,MonWed,15:20,18:00,17,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 306 0,23305,Mixed Media on Paper,FI,Fine Arts Building,Fine Arts Building,125,MonWed,15:20,18:00,16,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 353 0,21844,Printmaking: Etching,FI,Fine Arts Building,Fine Arts Building,214,MonWed,15:20,18:00,17,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,LING 201 0,20052,Introduction to Language and Linguistics,FI,Fine Arts Building,Fine Arts Building,238,MonWedFri,11:30,12:50,62,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 341 0,20626,Graphic Design 3,FI,Fine Arts Building,Fine Arts Building,110B,TueThu,08:00,10:50,17,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 341 0,20626,Graphic Design 3,FI,Fine Arts Building,Fine Arts Building,110A,TueThu,08:00,10:50,17,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 498 0,22462,BFA Studio Seminar,FI,Fine Arts Building,Fine Arts Building,230,TueThu,09:00,11:40,11,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 378 0,22460,Introduction to Art Education,FI,Fine Arts Building,Fine Arts Building,228,TueThu,09:30,11:35,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,A/HI 385 0,23263,African and Diasporic Cinema since 1960,FI,Fine Arts Building,Fine Arts Building,238,TueThu,10:00,11:50,38,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 341 0,20627,Graphic Design 3,FI,Fine Arts Building,Fine Arts Building,110B,TueThu,11:00,13:50,20,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 341 0,20627,Graphic Design 3,FI,Fine Arts Building,Fine Arts Building,110A,TueThu,11:00,13:50,20,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 351 0,22087,Design Production,FI,Fine Arts Building,Fine Arts Building,102,TueThu,11:00,13:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 351 0,22087,Design Production,FI,Fine Arts Building,Fine Arts Building,101,TueThu,11:00,13:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ENVS 428 0,23972,Biogeography,FI,Fine Arts Building,Fine Arts Building,238,TueThu,12:00,13:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 120 0,23791,Surface and Color,FI,Fine Arts Building,Fine Arts Building,211,TueThu,12:10,14:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 361 0,23309,Surface Design,FI,Fine Arts Building,Fine Arts Building,226,TueThu,12:10,14:50,19,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,A/HI 438 0,23823,"Art, Gender, and Sexuality",FI,Fine Arts Building,Fine Arts Building,232,TueThu,13:00,14:50,19,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 398 0,22677,Integrated Arts for Elementary Educators,FI,Fine Arts Building,Fine Arts Building,228,TueThu,13:30,14:50,20,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 351 0,22088,Design Production,FI,Fine Arts Building,Fine Arts Building,102,TueThu,14:00,16:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 351 0,22088,Design Production,FI,Fine Arts Building,Fine Arts Building,101,TueThu,14:00,16:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ECON 482 0,21256,Advanced Topics in Environmental Economics,FI,Fine Arts Building,Fine Arts Building,238,TueThu,14:00,15:50,6,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 350 0,23308,Printmaking I,FI,Fine Arts Building,Fine Arts Building,214,TueThu,15:20,18:00,16,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ART 387 0,21845,2D Experimental Animation,FI,Fine Arts Building,Fine Arts Building,211,TueThu,15:20,18:00,17,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 483 0,22750,Realities of Brand,FI,Fine Arts Building,Fine Arts Building,110A,TueThu,17:00,19:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,DSGN 483 0,22751,Environmental Graphic Design,FI,Fine Arts Building,Fine Arts Building,110B,TueThu,17:00,19:50,18,48.73517586726445,-122.48535364683764,main_campus,matched,
202620,Spring 2026,ENVS 204 1,23413,Human Geography,FR,Fraser Hall (Lecture Halls),Fraser Hall,101,MonTueWedFri,10:00,10:50,63,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,ANTH 201 01,22807,Introduction to Cultural Anthropology,FR,Fraser Hall (Lecture Halls),Fraser Hall,102,MonWedFri,10:00,11:20,59,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,GEOL 101 1,20060,Introduction to Geology,FR,Fraser Hall (Lecture Halls),Fraser Hall,201,MonWedFri,10:00,10:50,24,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,GEOL 101 2,20061,Introduction to Geology,FR,Fraser Hall (Lecture Halls),Fraser Hall,201,MonWedFri,10:00,10:50,19,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,GEOL 101 3,20568,Introduction to Geology,FR,Fraser Hall (Lecture Halls),Fraser Hall,201,MonWedFri,10:00,10:50,25,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,GEOL 101 4,20569,Introduction to Geology,FR,Fraser Hall (Lecture Halls),Fraser Hall,201,MonWedFri,10:00,10:50,14,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,CSCI 145 0,20057,Computer Programming and Linear Data Structures,FR,Fraser Hall (Lecture Halls),Fraser Hall,201,MonWedFri,11:00,11:50,11,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,CSCI 145 0,20452,Computer Programming and Linear Data Structures,FR,Fraser Hall (Lecture Halls),Fraser Hall,201,MonWedFri,11:00,11:50,8,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,CSCI 145 01,20056,Computer Programming and Linear Data Structures,FR,Fraser Hall (Lecture Halls),Fraser Hall,201,MonWedFri,11:00,11:50,4,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,ENVS 203 1,21160,Physical Geography,FR,Fraser Hall (Lecture Halls),Fraser Hall,101,MonWedFri,11:00,11:50,29,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,ENVS 203 2,21161,Physical Geography,FR,Fraser Hall (Lecture Halls),Fraser Hall,101,MonWedFri,11:00,11:50,29,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,ENVS 203 3,21162,Physical Geography,FR,Fraser Hall (Lecture Halls),Fraser Hall,101,MonWedFri,11:00,11:50,29,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,ENVS 203 4,21163,Physical Geography,FR,Fraser Hall (Lecture Halls),Fraser Hall,101,MonWedFri,11:00,11:50,30,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,THTR 101 0,20512,Introduction to the Art of the Theatre,FR,Fraser Hall (Lecture Halls),Fraser Hall,101,MonWedFri,13:00,13:50,126,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,ANTH 215 01,22810,Introductory Biological Anthropology,FR,Fraser Hall (Lecture Halls),Fraser Hall,101,MonWedFri,14:30,15:50,27,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,ANTH 215 02,22811,Introductory Biological Anthropology,FR,Fraser Hall (Lecture Halls),Fraser Hall,101,MonWedFri,14:30,15:50,27,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,ANTH 215 03,22812,Introductory Biological Anthropology,FR,Fraser Hall (Lecture Halls),Fraser Hall,101,MonWedFri,14:30,15:50,26,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,THTR 201 01,20868,Introduction to the Cinema,FR,Fraser Hall (Lecture Halls),Fraser Hall,102,Thu,15:00,17:50,159,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,THTR 201 01,20868,Introduction to the Cinema,FR,Fraser Hall (Lecture Halls),Fraser Hall,102,Tue,15:00,15:50,159,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,ENG 464 0,21982,Topics in Film: Third Cinema,FR,Fraser Hall (Lecture Halls),Fraser Hall,101,Tue,16:00,18:50,20,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,CLST 350 0,21825,Greek Mythology,FR,Fraser Hall (Lecture Halls),Fraser Hall,102,TueThu,08:00,10:10,144,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,CLST 360 0,23268,Masterworks of Ancient Greek Literature,FR,Fraser Hall (Lecture Halls),Fraser Hall,201,TueThu,08:00,10:10,41,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,ANTH 201 02,22808,Introduction to Cultural Anthropology,FR,Fraser Hall (Lecture Halls),Fraser Hall,102,TueThu,12:00,13:50,119,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,COMM 220 0,21746,Communication Theory,FR,Fraser Hall (Lecture Halls),Fraser Hall,101,TueThu,12:00,14:20,92,48.7371929463537,-122.48446084451443,main_campus,matched,
202620,Spring 2026,ENVS 201 1,23410,Understanding Environmental Information,HH,Haggard Hall,Haggard Hall,101,Fri,08:00,09:50,28,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,ESCI 340 0,22512,Biostatistical Analysis,HH,Haggard Hall,Haggard Hall,233,Fri,08:30,09:50,29,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,ENVS 201 2,23411,Understanding Environmental Information,HH,Haggard Hall,Haggard Hall,101,Fri,10:00,11:50,26,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,MATH 447 0,21771,Multivariate Statistics,HH,Haggard Hall,Haggard Hall,233,MonTueThuFri,10:00,10:50,27,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,ACCT 475 0,21760,Income Taxation II,HH,Haggard Hall,Haggard Hall,345,MonWed,10:00,11:50,25,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,COMM 319 0,22447,Health Communication,HH,Haggard Hall,Haggard Hall,112,MonWed,10:00,11:50,30,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,MPAC 575 0,21761,Seminar in Taxation,HH,Haggard Hall,Haggard Hall,345,MonWed,10:00,11:50,1,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,COMM 325 0,21600,Intercultural Communication,HH,Haggard Hall,Haggard Hall,153,MonWed,12:00,13:50,27,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,SEC 513 0,21385,"Seminar in Education, Culture, and Equity",HH,Haggard Hall,Haggard Hall,345,MonWed,12:00,14:20,13,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,THTR 321 01,22559,3D Digital Modeling and Design,HH,Haggard Hall,Haggard Hall,101,MonWed,12:00,13:50,17,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,CHEM 472 C70,20561,Biochemistry II,HH,Haggard Hall,Haggard Hall,253,MonWedFri,08:30,09:50,28,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,ENG 335 0,23354,GlobalTexts:SouthAsianDiaspora,HH,Haggard Hall,Haggard Hall,153,MonWedFri,08:30,09:50,13,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,HIST 320 0,23389,War in the Middle Ages,HH,Haggard Hall,Haggard Hall,353,MonWedFri,10:00,11:20,30,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,HIST 104 0,23383,Introduction to American Civilization: American History Since 1865,HH,Haggard Hall,Haggard Hall,353,MonWedFri,11:30,12:50,52,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,BIOL 327 0,24089,Fundamentals of Molecular Biology,HH,Haggard Hall,Haggard Hall,253,MonWedFri,13:00,14:20,39,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,HIST 263 0,23908,African American History since 1865,HH,Haggard Hall,Haggard Hall,353,MonWedFri,13:00,14:20,41,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,HIST 275 0,23387,North American Indigenous History,HH,Haggard Hall,Haggard Hall,112,MonWedFri,13:00,14:20,34,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,PSY 307 0,22698,Experimental Approaches to Research and Statistics,HH,Haggard Hall,Haggard Hall,233,MonWedFri,13:00,14:20,32,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,THTR 416 01,23219,Advanced Costume Design,HH,Haggard Hall,Haggard Hall,253,TueThu,08:00,09:50,8,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,ACCT 240 S01,20001,Financial Accounting,HH,Haggard Hall,Haggard Hall,153,TueThu,10:00,11:50,26,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,ANTH 353 0,23963,Sex and Gender in Culture,HH,Haggard Hall,Haggard Hall,345,TueThu,10:00,11:50,38,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,ENVS 467 1,23438,"Power, (in)Justice and the Environment",HH,Haggard Hall,Haggard Hall,253,TueThu,10:00,11:50,21,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,ENVS 567 2,23441,"Power, Privilege, and the Environment",HH,Haggard Hall,Haggard Hall,253,TueThu,10:00,11:50,2,48.73728606777458,-122.48613458465347,main_campus,matched,
202620,Spring 2026,LIBR 297E 01,23958,"Writing, Research, and Artificial Intelligence",HH,Haggard Hall,Haggard Hall,222,TueThu,10:00,11:50,20,48.73728606777458,-122.48613458465347,main_campus,matched,
